id,title,rating,date,body,sentiment,category,satisfied
285,Délais de livraison trop longs!,2,2024-06-10 00:00:00+00:00,"les délais de livraison sont vraiment très longs, trois semaines...et l'on ne connait pas ce délai au moment de la commande si bien que lorsqu'ils sont arrivés, je n'en avais plus besoin...super. Il faut absolument retrouver des délais correctes et le client doit absolument disposer de ces informations avant la commande! Merci.",Neutral,Uncategorized,0
286,Jeu en excellent état,5,2024-06-25 00:00:00+00:00,Jeu en excellent état ,Positive,Uncategorized,1
287,Respect des délais et de la satisfaction du client ,4,2024-06-25 00:00:00+00:00,"Après bien des difficultés lors de ma première commande concernant un film bien précis, j'ai enfin reçu celui tant attendu grâce au service clien de chez rakuten, celui ci s'est montré très réactif pour satisfaire ma demande, je ne peux que recommander ce site.....bravo à eux.",Positive,Uncategorized,1
288,Bien arrivé à temps,4,2024-06-25 00:00:00+00:00,Bien arrivé à temps,Positive,Uncategorized,1
289,BONJOUR,5,2024-06-25 00:00:00+00:00,"BONJOUR
RAKUTEN c'est bien.J'ai jamais eu un problème.
toujours bien servi,bien livré.
Merci à vous;
CORDIALEMENT.
GUY.",Positive,Uncategorized,1
290,Mon fils a fait un achat d’un téléphone…,1,2024-06-24 00:00:00+00:00,"Mon fils a fait un achat d’un téléphone à 641 €. Le jour même j’ai voulu annuler cette achat. Après appel ils m’ont dit que c’était possible étant donné que je n’avais pas le numéro de commande. Le lendemain je les ai contacté pour savoir où cela en était ils m’ont dit que je devais rappeler le lendemain.Aujourd’hui je reçois un message à 4h55 du matin comme quoi ils n’ont pas pu interférer sur la commande et qu’elle était envoyée. il me prétexte que le vendeur n’a pas reçu les mails qui lui ont envoyé pour annuler la commande. Tout ça je trouve ça vraiment abusé. Déjà ce Vendeur là je suis désolé mais c’est du forcing à la base quand ils vont vendre des produits il faut vérifier ses mails. Et Rakuten, Sont d’accord avec lui sous prétexte qu’il ne les a pas lu et du coup la commande est envoyé ils ne peuvent plus rien faire. C’est juste un site de mer’´

 à fuire",Negative,Uncategorized,0
291,Normale,5,2024-06-25 00:00:00+00:00,Normale. Simplement la bouteille reçue n'étant pas la même sur le catalogue. Modifier le site.,Positive,Uncategorized,1
292,Qualité du service exceptionnel !,5,2024-06-25 00:00:00+00:00,"Un rapidité exceptionnelle (commandé un vendredi, reçu un lundi), un service au rendez-vous, un prix compétitif... Je passerai à nouveau des commandes.",Positive,Uncategorized,1
293,C'est la première fois que j'achète sur…,4,2024-06-25 00:00:00+00:00,C'est la première fois que j'achète sur ce site c'est bien ,Positive,Uncategorized,1
294,Articles et produits neufs et pas cher.,5,2024-06-25 00:00:00+00:00,Articles et produits neufs et pas cher.,Positive,Uncategorized,1
295,Livre comme neuf ,5,2024-06-23 00:00:00+00:00,"Livre comme neuf , livraison rapide",Positive,Books,1
296,Bien je voudrais que vous envoyer ma…,5,2024-06-25 00:00:00+00:00,Bien je voudrais que vous envoyer ma facture avec ma garantie 2ans,Positive,Uncategorized,1
297,Livraison rapide achat satisfait,5,2024-06-25 00:00:00+00:00,Livraison rapide achat satisfait ,Positive,Uncategorized,1
298,Clé télécommande Berlingo ,5,2024-06-25 00:00:00+00:00,La coque correspond à l’identique avec l’original,Positive,Uncategorized,1
299,Toujours ravie des achats sur Rakuten!,5,2024-06-25 00:00:00+00:00,Toujours ravie des achats sur Rakuten!,Positive,Uncategorized,1
300,"Très Bien,Ras",5,2024-06-25 00:00:00+00:00,"Très Bien,Ras",Positive,Uncategorized,1
301,comme d habitude je suis très satisfait…,5,2024-06-25 00:00:00+00:00,comme d habitude je suis très satisfait de mes achats et les vendeurs sont sérieux bravo,Positive,Uncategorized,1
302,"Bonjour a toute L'Équipe""",5,2024-06-25 00:00:00+00:00,"Bonjour a toute L'Équipe""
Tout c'est parfaitement déroulé: de A à Z☝🥇"".
Le Produit reçu et Magnifique et parfaitement fonctionne👌.
Je recommande les yeux fermés votre site et n'ésiterai pas a recommander chez vous.
Très Cordialement a Tous''.
Ce fut un plaisir👍.
Danilo.",Positive,Uncategorized,1
303,Produit moins cher du marché,5,2024-06-25 00:00:00+00:00,Produit moins cher du marché. Livraison recommandée sous 8j comme annoncée.,Positive,Uncategorized,1
304,Entreprise sérieuse,5,2024-06-25 00:00:00+00:00,Entreprise sérieuse,Positive,Uncategorized,1
305,Avec Rakuten et quelques expériences…,2,2023-07-01 00:00:00+00:00,"Avec Rakuten et quelques expériences d'achat, je constate que le service clients basé il me semble à l'ile Maurice pour des questions de coûts n'est pas à la hauteur de ce que l'on peut légitimement attendre d'un service de qualité.",Neutral,Uncategorized,0
306,Je préféré mètre en vente sur RAKUTEN…,5,2024-06-17 00:00:00+00:00,"Je préféré mètre en vente sur RAKUTEN plutôt que sur LE BONCOIN, même si il y a une commission à reverser, le site est beaucoup plus fiable moins d'arnaque.
points aussi positifs, visibilité des annonces, nombre de photos 
",Positive,Uncategorized,1
307,Bon suivi des commandes,5,2024-06-17 00:00:00+00:00,Bon suivi des commandes,Positive,Uncategorized,1
308,Lutte contre les Produits Contrefaits :,1,2024-06-26 00:00:00+00:00,"J'ai acheté une licence Microsoft Office 365 auprès d'un professionnel sur Rakuten. À ce jour, la licence n'est plus valide. Le vendeur est en cours de clôture de compte sur la plateforme et n'est plus joignable. Rakuten n'est pas en mesure de fournir les coordonnées complètes du vendeur, hormis un e-mail non fonctionnel et un numéro de téléphone inactif. La plateforme refuse également de prendre en charge le remboursement.
Arguments Juridiques
Responsabilité de la Plateforme :
Selon l'article L221-15 du Code de la consommation, les plateformes en ligne sont tenues de s'assurer que les informations fournies par les vendeurs tiers sont exactes et complètes. En l'espèce, Rakuten a manqué à cette obligation en ne fournissant pas les coordonnées complètes du vendeur.
Conformité des Produits :
Conformément à l'article L217-4 du Code de la consommation, le vendeur est tenu de livrer un bien conforme au contrat. La licence Microsoft Office 365 achetée n'étant plus valide, il y a un manquement à cette obligation de conformité.
Obligation de Remboursement :
L'article L221-18 du Code de la consommation stipule que le consommateur a droit à un remboursement en cas de non-conformité du produit. Rakuten, en tant qu'intermédiaire, doit garantir cette obligation.
Escroquerie et Blanchiment :
L'article 313-1 du Code pénal définit l'escroquerie comme le fait d'obtenir la remise de fonds, de valeurs ou d'un bien quelconque par l'usage de manœuvres frauduleuses. La vente de licences non valides peut être qualifiée d'escroquerie. De plus, l'article 324-1 du Code pénal réprime le blanchiment, qui inclut le fait de faciliter, par tout moyen, la justification mensongère de l'origine des biens ou des revenus de l'auteur d'un crime ou d'un délit.
Lutte contre les Produits Contrefaits :
L'article L335-2 du Code de la propriété intellectuelle réprime la contrefaçon, qui inclut la vente de produits non autorisés ou falsifiés. La vente de licences Microsoft Office 365 non valides pourrait être considérée comme une contrefaçon.
Conclusion
En conclusion, je considère que la plateforme Rakuten a failli à ses obligations légales en matière de conformité des produits et de transparence des informations des vendeurs. Je recommande vivement aux autres utilisateurs de faire preuve de prudence lorsqu'ils achètent des produits sur cette plateforme, en particulier des licences logicielles.",Neutral,Books,0
309,Livre Joseph Kessel,5,2024-06-12 00:00:00+00:00,"Le livre était bien enveloppé, la personne qui me l'a envoyé a vraiment bien fait les choses !",Positive,Books,1
310,Première expérience très satisfaisante…,5,2024-06-16 00:00:00+00:00,"Première expérience très satisfaisante ! 
Merci",Positive,Uncategorized,1
311,Contente de mes achats,5,2024-06-17 00:00:00+00:00,Oui mes commandé rien à  dire. Les ventes pas contre pas top il faut donner les livres ou presque et les pro passent avannt,Positive,Books,1
312,Tout est bien qui finit bien,4,2024-06-06 00:00:00+00:00,"Après avoir publié un avis négatif, Rakuten m'a aussitôt envoyé un mail pour m'annoncer le remboursement de ma commande. Le virement a même été effectué 2 jours plus tard. Je remercie donc ce site pour avoir aidé à résoudre mon problème et je modifie mon avis sur Rakuten. ",Positive,Uncategorized,1
313,Pour mes cd de basia et aquaman 2 très…,3,2024-06-17 00:00:00+00:00,"Pour mes cd de basia et aquaman 2 très déçu, reçu les mails de réception en retard, pas de SMS comme d'habitude par les magasins relais, pickup... Compliqué cette fois ci, 5 g en installation par chez moi, bug de Chronopost ???
Cordialement.",Negative,Uncategorized,0
314,Un service client efficace et réactif ,4,2024-06-17 00:00:00+00:00,J'ai eu un problème sur une commande et le service client a été très réactif et m'a aider à régler le problème assez rapidement donc c'est parfait ,Positive,Uncategorized,1
315,parfait,5,2024-06-17 00:00:00+00:00,"article impécable, envoi rapide, en bref parfait !",Positive,Uncategorized,1
316,c'est ok,5,2024-06-24 00:00:00+00:00,Tout est correct ,Positive,Uncategorized,1
317,Je conseille vivement,5,2024-06-17 00:00:00+00:00,"Livraison à domicile dans les temps.
Colis bien emballé.
Pour un livre d'occasion, il est pratiquement neuf.",Positive,Books,1
318,Site très sérieux avec des vendeurs…,5,2024-06-17 00:00:00+00:00,Site très sérieux avec des vendeurs professionnels ,Positive,Uncategorized,1
319,article à prix très intéressant,5,2024-06-17 00:00:00+00:00,"article à prix très intéressant, arrivé dans les délais et de bonnes conditions. Merci ",Positive,Uncategorized,1
320,R.A.S. Très content Aucun problème Emballage…,5,2024-06-17 00:00:00+00:00,Très content Aucun problème Emballage très consciencieux ,Positive,Uncategorized,1
321,Livre en parfait état,5,2024-06-17 00:00:00+00:00,"Livre en parfait état. Expédié immédiatement. Pour un livre introuvable, je suis ravie !
",Positive,Books,1
322,Transaction sans aucun soucis,5,2024-06-23 00:00:00+00:00,"Transaction sans aucun soucis. Tout s'est bien passé, la communication avec le vendeur et la simplicité pour acheter.",Positive,Uncategorized,1
323,Bonjour,5,2024-06-17 00:00:00+00:00,"Bonjour, commande exécutée rapidement, pas de délai d’attente, colis arrivé en état, plus la surprise d’un cadeau. Merci ",Positive,Uncategorized,1
324,colis reçu pas en bon etat mais machine…,5,2024-06-17 00:00:00+00:00,colis reçu pas en bon etat mais machine si,Positive,Uncategorized,1
325,Satisfaction ,5,2024-06-17 00:00:00+00:00,Très satisfaite livre en très bon etat,Positive,Books,1
326,Produit conforme,5,2024-06-17 00:00:00+00:00,"Produit conforme, envoi rapide, parfait !",Positive,Uncategorized,1
327,Delai respecté ,5,2024-06-24 00:00:00+00:00,"Delai respecté 
Emballage parfait. ",Positive,Uncategorized,1
328,Rapide et bon état,5,2024-06-21 00:00:00+00:00,Rapide et bon état ,Positive,Uncategorized,1
329,envois rapides descriptions fiables…,4,2024-06-17 00:00:00+00:00,envois rapides descriptions fiables emballages soignés pour la pluart des vendeurs,Positive,Uncategorized,1
330,"Super site, facilité de navigation ",5,2024-06-17 00:00:00+00:00,Beaucoup de choix... même les plus improbables ,Positive,Uncategorized,1
331,je m'arrête au comportement commercial…,5,2024-06-17 00:00:00+00:00,"je m'arrête au comportement commercial vis a vis du client .et au produit que l'on me propose avec ses caractéristiques qui doivent être claires et au prix bien sure . C'est au représentant du produit de faire son travail  ce n'est pas a moi de poser des questions  sur le produit proposé . En leur absence de cette présentation  je vais voire ailleurs.... Salutations
",Positive,Uncategorized,1
332,Produit conforme,5,2024-06-17 00:00:00+00:00,"Produit conforme, livraison rapide ",Positive,Uncategorized,1
334,Bonne expérience ,5,2024-06-17 00:00:00+00:00,Livres d'occasion en parfait état et expédiés dans les délais ,Positive,Books,1
335,Rapide et conforme,5,2024-06-17 00:00:00+00:00,Rapide et conforme,Positive,Uncategorized,1
336,Jusqu'à présent tout s'est toujours…,5,2024-06-17 00:00:00+00:00,"Jusqu'à présent tout s'est toujours bien passé.
Le service est pro et très réactif en cas de problème.
Les produits commandés sont arrivés dans un parfait état : appareil photo, aspirateur balai, blender...
Merci aux équipes !",Positive,Uncategorized,1
337,Bien mais envoi pas très rapide ,5,2024-06-17 00:00:00+00:00,Bien mais envoi pas très rapide,Positive,Uncategorized,1
338,"Bonne expérience, choix de produit !",5,2024-06-24 00:00:00+00:00,"Choix de produits  y compris les produit s aux prix compétitifs , c’est ce que je recherchais ; rapport qualité prix !
Pour un outillage non professionnel.",Positive,Uncategorized,1
339,Parfait ,5,2024-06-24 00:00:00+00:00,"Beaucoup de choix , prix très bas , du choix , parfait !",Positive,Uncategorized,1
340,tout s'est bien passé,5,2024-06-17 00:00:00+00:00,tout s'est bien passé,Positive,Uncategorized,1
341,Interface simple et vendeurs de…,5,2024-06-17 00:00:00+00:00,Interface simple et vendeurs de confiance ,Positive,Uncategorized,1
342,Produits conforme a mes attentes,5,2024-06-17 00:00:00+00:00,"Produits conforme a mes attentes, réception rapide, emballage soigné.
Je recommande ",Positive,Uncategorized,1
343,Ce site me permet d’acheter de nombreux…,4,2024-06-17 00:00:00+00:00,Ce site me permet d’acheter de nombreux livres en maîtrisant mon budget. ,Positive,Books,1
344,Tout était parfait,5,2024-06-17 00:00:00+00:00,"Tout était parfait! Réactivité du vendeur, Qualité des échanges, envoi très rapide et soigné !",Positive,Uncategorized,1
345,Bon vendeur,5,2024-06-17 00:00:00+00:00,"Bon vendeur, réactif et efficace",Positive,Uncategorized,1
346,Achat d’un livre,5,2024-06-24 00:00:00+00:00,J’ai reçu le livre commandé avec une organisation très efficace.,Positive,Books,1
347,Bon achat ,5,2024-06-16 00:00:00+00:00,"Tarif intéressant, envoi rapide et soigné.",Positive,Uncategorized,1
348,Envoi rapide bien emballé super,5,2024-06-17 00:00:00+00:00,Envoi rapide bien emballé super,Positive,Uncategorized,1
349,Très bien,5,2024-06-17 00:00:00+00:00,"Très bien, j'ai effectué plusieurs commandes avec Rakuten, j'en suis très satisfaite, j'ai trouvé des livres rares que je cherchais depuis un moment, le service clientèle est très bien, le suivi aussi, je recommande. ",Positive,Books,1
350,La livraison dans les dom tom,5,2024-06-16 00:00:00+00:00,La livraison dans les dom tom,Positive,Uncategorized,1
351,Efficace et serieux,5,2024-06-24 00:00:00+00:00,Efficace et serieux,Positive,Uncategorized,1
352,satisfait et sans…,5,2024-06-16 00:00:00+00:00,satisfait et sans détails....................!,Positive,Uncategorized,1
353,Tout est ok,5,2024-06-24 00:00:00+00:00,Envoi rapide et.propre,Positive,Uncategorized,1
354,Commande de  livres  en super état…,5,2024-06-19 00:00:00+00:00,Commande de  livres  en super état livraison ultra rapide ,Positive,Books,1
355,Bon site,4,2024-06-23 00:00:00+00:00,"Bon site. Le petit bémol manque de description pour certains vendeurs, ce qui est embêtant.",Positive,Uncategorized,1
356,Commande bien reçue,5,2024-06-24 00:00:00+00:00,"Commande bien reçue. Tout était parfait.
A renouveler ",Positive,Uncategorized,1
357,Super expérience ,5,2024-06-24 00:00:00+00:00,Super expérience ! Très professionnel et sécurisé,Positive,Uncategorized,1
358,Satisfait.,5,2024-06-19 00:00:00+00:00,"Produits conformes à la description, expédition rapide. Satisfait.",Positive,Uncategorized,1
359,Produit conforme a l'achat 👍,5,2024-06-24 00:00:00+00:00,Produit conforme a l'achat 👍,Positive,Uncategorized,1
360,Tout les achats que fais chez vous sont…,5,2024-06-16 00:00:00+00:00,"Tout les achats que fais chez vous sont magnifiques, rapide, sympa, pas de mauvaise surprise, la qualité est très bonne, jamais déçu, un grand Merci pour votre service.",Positive,Uncategorized,1
361,Site sérieux offrant des prix…,5,2024-06-24 00:00:00+00:00,Site sérieux offrant des prix avantageux dans divers domaines.,Positive,Uncategorized,1
362,Très Bon,5,2024-06-24 00:00:00+00:00,"Bon, ça va. On va pas passer des heures à parler de ça. C’était nickel, les vendeurs ont été corrects. Rien de plus à dire.",Positive,Uncategorized,1
363,Toujours super eficace,5,2024-06-12 00:00:00+00:00,Toujours super efficace,Positive,Uncategorized,1
364,Rapide ,5,2024-06-16 00:00:00+00:00,"Rapide 
Conforme aux attentes 
Prix intéressant ",Positive,Uncategorized,1
365,Google pixel 7 pro,4,2024-06-24 00:00:00+00:00,"J'ai acheté un pixel 7 pro qui est parfait ainsi qu'une perche  à selfie. Par contre, j'ai commandé une coque qui n'est jamais arrivée. J'ai réclamé et c'est en cours",Positive,Uncategorized,1
366,Le produit commandé n'a jamais été livré,1,2024-06-20 00:00:00+00:00,"Le produit commandé (smartphone à plusieurs centaines d'euros) n'a jamais été livré. Il s'agit de vol ! 
La prise en charge du service réclamation semble légère. Après près d'une semaine, je n'ai eu aucune nouvelle mis à part un mail automatique me précisant que ma demande était prise en charge.",Neutral,Uncategorized,0
367,Très satisfaite de cette enseigne,5,2024-06-24 00:00:00+00:00,Très satisfaite de cette enseigne. Livraison rapide. Je vous recommande vivement.,Positive,Uncategorized,1
368,livraison rapide,5,2024-06-24 00:00:00+00:00,livraison rapide ,Positive,Uncategorized,1
369,Frais de port excessifs,1,2024-06-19 00:00:00+00:00,"Je suis allé à la Poste retirer mon livre et j'ai dû payer 4.30 €uros de plus car l'expéditeur n'a pas mis assez de timbres sur son enveloppe.
Au final, j'ai payé des frais de port excessifs et je suis dégoûté.....",Neutral,Books,0
370,Très bien ,5,2024-06-16 00:00:00+00:00,"Colis toujours reçu dans les délais,  les marchands son vérifié et on trouve toujours un prix raisonnables ",Positive,Uncategorized,1
371,Ha ... RAKUTEN FRANCE !!,5,2024-06-24 00:00:00+00:00,"Ha ...  RAKUTEN FRANCE !! (ou anciennement PRICEMINISTER que je trouvé bien comme NOM ) Ma dernière commande ETAIT comme à son habitude, TOUJOURS AUSSI GÉNIAL !! pour passé commande c'est que du COOL et si il y a UN MOINDRE BLÈM, ils sont là à l'écoute et TOUT!! Si vous vouliez le testé, allez-y, vous serait pas déçus !! ",Positive,Uncategorized,1
372,..............,4,2024-06-16 00:00:00+00:00,..............,Positive,Uncategorized,1
373,Les prix sont intéressants et le…,5,2024-06-24 00:00:00+00:00,Les prix sont intéressants et le service est incroyable ,Positive,Uncategorized,1
374,Experience laborieuse,3,2024-06-24 00:00:00+00:00,Tout s'est bien déroulé jusqu'à la livraison oú j'ai dû attendre 2 jours de plus car je n'étais pas à mon domicile. J'ai voulu joindre le service client du transporteur sauf qu'il était impossible de les joindre pour programmer ma livraison en point retrait. Je me suis rendu compte en fouillant que c'est Colissimo qui avait mon colis alors qu'initialement j'avais le nom d'un autre transporteur donc j'ai pu joindre le service client La Poste assez difficilement pour programmer le retrait de ma commande directement à La Poste. J'ai trouvé ça très laborieux. L'essentiel c'est que j'ai pu récupérer mon colis mais j'ai quand même perdu 2 jour sur la réception de mon colis. Je ne sais pas si de ce fait je reitèrerai l'expérience sur Rakuten...?,Negative,Uncategorized,0
375,je suis très satisfait de l entreprise…,4,2024-06-23 00:00:00+00:00,"je suis très satisfait de l entreprise et la simplicité pour trouver des articles recherché , je n'ai pas mi 5 étoile car le dernier achat chez gyo7970. 3 bd étaient catastrophique , 2 bd noter bonne état était juste bonne pour la poubelle , signalé au vendeur 
je n ai pas fait de signalement juste par rapport au prix et la perte de temps , ",Positive,Uncategorized,1
376,J'ai vendu des articles sur Rakuten…,1,2024-06-13 00:00:00+00:00,"J'ai vendu des articles sur Rakuten France et, comme pour des dizaines (des milliers ?) d'autres vendeurs, je ne peux pas récupérer l'argent de ces ventes car le porte-monnaie est ""en maintenance"". La situation n'évolue pas et Rakuten ne sait pas ""quand cela va changer"" ! Site à fuir donc en tant que vendeur !
PS : Réponse totalement hypocrite de Rakuten : cela fait 15 jours que je suis en contact avec eux et à chaque nouvel interlocuteur ils font semblant ""d'apprendre"" la situation !",Neutral,Uncategorized,0
377,Bonnes prestations ,4,2024-06-24 00:00:00+00:00,"La sélection des prestataires vendeurs est bonne, ainsi que le suivi et la notation de ces vendeurs présents sur le catalogue.",Positive,Uncategorized,1
378,Rapidité de la commande suivie et…,5,2024-06-24 00:00:00+00:00,Rapidité de la commande suivie et produit conforme,Positive,Uncategorized,1
379,Cela c est très bien passé,5,2024-06-24 00:00:00+00:00,"Cela c est très bien passé. 
Objet conforme à la description. 
L envoie rapide  
Du sérieux. ",Positive,Uncategorized,1
380,Beaucoup d'avis..! ,5,2024-06-18 00:00:00+00:00,"On m'a demandé de noter :
1) Le vendeur (Recyclivre) 
2) Le produit (Un livre) 
3) Le mode de réception (Locker)
4) Le transporteur (Mondial Relay)
5) Rakuten
Et à chaque achat sur le net, c'est à peu près le même scénario.. J'envisage de sous-traiter les avis pour garder un peu de temps pour moi et utiliser mes achats. Cordialement. ",Positive,Books,1
381,Bonnes prestations et choix riche et…,5,2024-06-24 00:00:00+00:00,Bonnes prestations et choix riche et varié.,Positive,Uncategorized,1
382,Envoie rapide et soigné,5,2024-06-01 00:00:00+00:00,"Envoie rapide et soigné. 
Produit en très bon état 
Très satisfaite de mon achat",Positive,Uncategorized,1
383,prix intéressants,4,2024-06-24 00:00:00+00:00,"prix intéressants, délais corrects",Positive,Uncategorized,1
384,Transaction parfaite.,5,2024-06-22 00:00:00+00:00,"Transaction parfaite.
Arrivage conforme.
La commande est arrivée à temps.
Merci",Positive,Uncategorized,1
385,parfait en tous points,5,2024-06-24 00:00:00+00:00,parfait en tous points,Positive,Uncategorized,1
386,Tout a été Parfait,5,2024-06-24 00:00:00+00:00,Tout a été Parfait,Positive,Uncategorized,1
387,Site sérieux avec bon SAV en cas de…,5,2024-06-24 00:00:00+00:00,Site sérieux avec bon SAV en cas de litige avec le vendeur ,Positive,Uncategorized,1
388,Clé Windows 11,5,2024-06-16 00:00:00+00:00,"Clé arrivé en moins d'une heure, install nickel, no soucis !",Positive,Uncategorized,1
389,RAS tout est parfait,5,2024-06-24 00:00:00+00:00,RAS tout est parfait. Livraison rapide et livres très propres. Tous vos vendeurs sont parfaits ,Positive,Books,1
390,Oui c'est très bien 👍je suis très…,5,2024-06-16 00:00:00+00:00,"Oui c'est très bien 👍je suis très contente d'être un client chez vous, je vous souhaiterai une bonne continuation ! ",Positive,Uncategorized,1
391,Rapide,5,2024-06-24 00:00:00+00:00,"Rapide, pas cher. ",Positive,Uncategorized,1
392,Parfait mise à part que l'on nous…,4,2024-06-24 00:00:00+00:00,Parfait mise à part que l'on nous demande sans arrêt notre avis... Avec un nombre minimum de caractère... C'est légèrement fatigant ,Positive,Uncategorized,1
393,Une belle découverte ,5,2024-06-24 00:00:00+00:00,Beaucoup de choix et prix intéressants ,Positive,Uncategorized,1
394,Mon téléphone Samsung,5,2024-06-24 00:00:00+00:00,Je suis très satisfait de mon expérience chez Rakuten. Je viens d'acheter un téléphone Samsung. Le prix était très bon et le vendeur très correct. Tout s'est bien passé. Impeccable. Merci!,Positive,Uncategorized,1
395,Produit très bien emballé et conforme à…,3,2024-06-24 00:00:00+00:00,Produit très bien emballé et conforme à ce qui est demandé mais envoie plusieurs jours après la commande.,Neutral,Uncategorized,0
396,Bien-  Rien à dire pour une première…,4,2024-06-16 00:00:00+00:00,Bien-  Rien à dire pour une première expérience,Positive,Uncategorized,1
397,Bonne expérience ,5,2024-06-16 00:00:00+00:00,Très bien à tous les niveaux!,Positive,Uncategorized,1
399,Super rien a dire ,5,2024-06-16 00:00:00+00:00,"A la recherche d’un livre qui datait  de plusieurs années , j’avais du mal à le trouver où quand je tombais dessus le prix était excessif.  RAKUTEN ma permis de le trouver à un prix raisonnable et en bonne état ",Positive,Books,1
400,Parfait !,5,2024-06-16 00:00:00+00:00,RAS conforme à ma demande,Positive,Uncategorized,1
401,Cela fait plusieurs fois que je…,5,2024-06-23 00:00:00+00:00,Cela fait plusieurs fois que je commande chez eux. Toujours satisfait ,Positive,Uncategorized,1
402,Parfait,5,2024-06-23 00:00:00+00:00,"Je n'ai rencontré aucune difficulté ni dans la recherche, ni dans le déroulement et la réception de ma commande. ",Positive,Uncategorized,1
403,Téléphone acheté sur Rakuten et je me…,1,2024-06-25 00:00:00+00:00,"Téléphone acheté sur Rakuten et je me suis fait arnaqué !
Le téléphone arrive est le GPS ne fonctionne pas, je renvoie le téléphone et on me change le téléphone.
Jusqu'a la rien de grave, mais le téléphone de rechange tombe en panne quelques jours après (apparement la carte mère à cramé), impossible de joindre rakuten et le vendeur ""pro"" ne répond plus à mes messages.
Et comme l'achat date de plus de 14 jours Rakuten ne veut rien faire....",Negative,Uncategorized,0
404,Service rapide et très bon emballage.,4,2024-06-12 00:00:00+00:00,Service rapide et très bon emballage.,Positive,Uncategorized,1
405,J’ai vécu une expérience fantastique…,5,2024-06-16 00:00:00+00:00,"J’ai vécu une expérience fantastique avec Rakuten car j’ai acheté 2 fois des iPhone reconditionnés et à chaque fois j’étais très satisfaite au niveau du produit, la qualité ainsi que le prix.
La livraison était très rapide merci pour tout.",Positive,Uncategorized,1
406,Belles cartes postales ,5,2024-06-16 00:00:00+00:00,"Produit d'occasion mais en parfait état, reçu rapidement qui viennent compléter ma collection. ",Positive,Uncategorized,1
407,Très bon DVD qui rappelle mon enfance…,5,2024-06-18 00:00:00+00:00,Très bon DVD qui rappelle mon enfance je recommande vivement cette série pour tout les nostalgiques de ces années là ,Positive,Uncategorized,1
408,Commande et achat se sont passes sans…,5,2024-06-16 00:00:00+00:00,Commande et achat se sont passes sans probleme. Livraison nickel et rapide. Je recommande ,Positive,Uncategorized,1
409,Ma commande est arrivée rapidement et l…,5,2024-06-22 00:00:00+00:00,Ma commande est arrivée rapidement et l objet conforme à ce que j avais choisi et bien emballé ,Positive,Uncategorized,1
410,Achat d'un livre ,5,2024-06-16 00:00:00+00:00,Aucun problème tout c'est bien passé merci ,Positive,Uncategorized,1
411,Parfait ,5,2024-06-16 00:00:00+00:00,Top. Livraison rapide et prix attractif ,Positive,Uncategorized,1
412,Entièrement satisfaite ,5,2024-06-16 00:00:00+00:00,Envoi rapide et produit conforme ,Positive,Uncategorized,1
413,RAS!,5,2024-06-16 00:00:00+00:00,RAS - tout est conforme,Positive,Uncategorized,1
414,Aucun problème,5,2024-06-23 00:00:00+00:00,"Aucun problème. Produit conforme.
Merci",Positive,Uncategorized,1
415,Rakuten au top,5,2024-06-21 00:00:00+00:00,Achat sans problème avec produit conforme,Positive,Uncategorized,1
416,Commandé,4,2024-06-23 00:00:00+00:00,"Commandé, accord de transaction assez rapide. Suivit de transport un peu compliqué à comprendre ",Positive,Uncategorized,1
417,Fiable et efficace.,5,2024-06-16 00:00:00+00:00,Fiable et efficace.,Positive,Uncategorized,1
418,RAS parfait,5,2024-06-20 00:00:00+00:00,RAS parfait,Positive,Uncategorized,1
419,BIEN CONFORME AU PRODUIT,5,2024-06-16 00:00:00+00:00,BIEN CONFORME AU PRODUIT,Positive,Uncategorized,1
420,Tout à fait satisfait,5,2024-06-16 00:00:00+00:00,"Tout à fait satisfait, c'est tout. Pas le temps de vous faire une dissertation et de répondre à toutes vos questions. Cordialement.",Positive,Uncategorized,1
421,Colis non recu,1,2024-06-16 00:00:00+00:00,Colis non recu,Neutral,Uncategorized,0
422,J'ai déjà répondu en indiquant ma…,5,2024-06-16 00:00:00+00:00,"J'ai déjà répondu en indiquant ma satisfaction quant à  ma qualité du livre qu'aux delais de livraison
",Positive,Books,1
423,Impeccable 👌🏻 Contente d’avoir pu…,5,2024-06-16 00:00:00+00:00,Impeccable 👌🏻 Contente d’avoir pu retrouver ce vieux livre sur les bettas et en bon état ,Positive,Books,1
424,Prix,5,2024-06-23 00:00:00+00:00,"Prix, matériel et délai parfaitement respectés.",Positive,Uncategorized,1
425,"Le site est facile à utiliser,",5,2024-05-24 00:00:00+00:00,"Le site est facile à utiliser,
Livraison respectant les délais 
Emballage soigné ",Positive,Uncategorized,1
426,décevant. ,2,2024-06-16 00:00:00+00:00,"-La nouvelle ""protection acheteur"" ne se justifie pas et fait augmenter le coût d'un dvd à 90 centimes de moitié. Je commande donc moins. 

-En cas de problème, Rakuten rembourse seulement le prix de l'objet mais pas les frais de port (qui devraient être à la charge du vendeur quand l'objet est cassé ou défectueux). 

-la messagerie est peu pratique : tous les vendeurs ne sont pas joignables, les messages ne peuvent pas être effacés, on ne peut pas bloquer les vendeurs indésirables. 
",Neutral,Uncategorized,0
427,Site rakuten,5,2024-06-23 00:00:00+00:00,Très bon site facile à utiliser et plein de produits intéressants ,Positive,Uncategorized,1
