id,title,rating,date,body,sentiment,category,satisfied
114,good,4,2023-04-25 00:00:00+00:00,Good experience with this company,Positive,Uncategorized,1
115,très bon site pleine confiance merci.,4,2022-11-03 23:00:00+00:00,très bon site pleine confiance merci.,Neutral,Uncategorized,1
116,très reactif,5,2023-02-14 20:00:00+00:00,"très reactif, je suis satisfait",Neutral,Uncategorized,1
117,just top ,5,2024-04-13 00:00:00+00:00,just top ! thanks ⭐️⭐️⭐️⭐️⭐️,Positive,Uncategorized,1
118,c'était bien,4,2023-09-11 00:00:00+00:00,c'était bien,Neutral,Uncategorized,1
119,Good experience,5,,It's a good experience. I am very pleased with the order and shipping time.,Positive,Uncategorized,1
120,Produit de qualité,5,,"Produit de qualité, conforme à la description.
Je recommande.",Neutral,Uncategorized,1
121,Site de confiance élevé,5,2024-02-01 00:00:00+00:00,Site de confiance élevé,Neutral,Uncategorized,1
122,Marco : Achat d’une enceinte JBL,1,2023-11-20 00:00:00+00:00,"Je viens d’acheter une enceinte de marque JBL . Après réception , le colis était très abîmé, je me suis aperçu que c ´était une copie et de plus le son était très mauvais . Grosse déception . Il ne faut jamais acheter ce style de produit cher eux .",Neutral,Uncategorized,0
123,Customer experience,5,,Very good experience and easy to use. Good search facility.,Positive,Uncategorized,1
124,très bien,5,2023-01-05 10:00:00+00:00,"très bien, bonne experience",Neutral,Uncategorized,1
125,Je suis vraiment satisfait de Alibaba…,5,,Je suis vraiment satisfait de Alibaba le service est excellent,Positive,Uncategorized,1
126,Facilité des opérations,5,2023-03-27 00:00:00+00:00,Facilité des opérations,Neutral,Uncategorized,1
127,de vrais charlatans,1,2023-02-10 23:00:00+00:00,"commande partiellement reçue.Impossible d'avoir le solde. Pas de SAV fiable. De vrais voleurs
A FUIR NE COMMANDEZ SURTOUT PAS SUR SE SITE",Neutral,Uncategorized,0
128,Some taxes importation to pay Not…,4,2022-09-10 00:00:00+00:00,Some taxes importation to pay Not anticiped.,Neutral,Uncategorized,1
129,Attention vous n'avez aucun recours par l'intermédiaire d'Alibaba.,1,2023-01-18 00:00:00+00:00,"J'ai acheté une pelleteuse (12 000€) chez un fabricant (Nicosail) par l'intermédiaire d'Alibaba. Lors de la réception de la pelleteuse, il manquait une fonction importante (rotation 2x50°), un godet cureur, et des axes. J'ai réclamé auprès du fabricant, il m'a dit que la rotation était une option, alors qu'elle figurait dans ses descriptions; que je n'avais jamais payé le godet cureur, alors qu'il figurait clairement sur la facture; que les axes étaient une option, alors qu'ils sont nécessaires au montage. J'ai émis une plainte par l'intermédiaire d'Alibaba. Ils n'ont jamais pris la peine de lire l'intégralité des échanges avec le fabriquant et se sont contentés d'envoyer des messages génériques. Mes preuves étaient pourtant évidentes. Ils ont statué en faveur du fabriquant. Je n'ai rien pu faire, même pas émettre une plainte. Alibaba est juste une plateforme de vente, vous n'avez malgré leur affirmation aucun recours.",Neutral,Uncategorized,0
130,Interlocuteur disponible et compétent.,5,2024-01-25 00:00:00+00:00,Interlocuteur disponible et compétent.,Neutral,Uncategorized,1
131,Simple and efficient transaction!,5,2023-08-05 00:00:00+00:00,Simple and efficient transaction!,Neutral,Uncategorized,1
132,Je me suis fais arnaqué de 410€0€,1,2022-11-04 00:00:00+00:00,"Je me suis fais arnaqué de 410€ . Il me dit que mon colis arrive en une semaine, arrive la veille de la livraison il me dit que la livraison est de 990€.

Arnaqueur 

Son numéro de tel +1 (760) 475-9833

Société Xiamen fingens mart
Jnd export company",Neutral,Uncategorized,0
133,des voleurs,1,2023-08-29 00:00:00+00:00,"des voleurs : colis non livré, preuve vidéo à l'appui, mais ne fait rien, à fuir procès en cours",Neutral,Uncategorized,0
134,very nice,5,,very nice! great communication and products!,Positive,Uncategorized,1
135,LE SERVICE CLIENT EST TOP TOUJOUR LA…,4,,LE SERVICE CLIENT EST TOP TOUJOUR LA POURSATISFAIRE NOS BESSOIN,Positive,Uncategorized,1
136,good products ans service,5,,good products ans service,Positive,Uncategorized,1
137,tres bien passez avec ce vendeur je…,5,,tres bien passez avec ce vendeur je recommande,Neutral,Uncategorized,1
138,Alibaba expérience,5,,Good but could have a better shipping statut!,Positive,Uncategorized,1
139,A very good deal,5,2023-10-02 00:00:00+00:00,A very good deal,Positive,Uncategorized,1
140,Very good,5,2023-09-25 00:00:00+00:00,"Très bien, excellent",Positive,Uncategorized,1
141,entreprise très réactive,5,2023-07-01 00:00:00+00:00,entreprise très réactive,Neutral,Uncategorized,1
142,Very good,5,,Very good by Truelove,Positive,Uncategorized,1
143,Des fraudeurs.ils mettre un prix en…,1,2023-04-10 00:00:00+00:00,Des fraudeurs.ils mettre un prix en canadien après quand ont fait la commande il veulent être payer en dollars usa.ils ne veulent pas vendre au Canada.blacklist,Neutral,Uncategorized,0
144,C'est un parcours du combattant sur alibaba,2,2022-11-02 00:00:00+00:00,"J'ai fais une commande sur Alibaba ( 156743166001023127 ) d'un montant de 67,50 € le 2 novembre 2022.
Sur le site vendeur on me demande à nouveau de la payer afin qu'elle soit envoyée. 
Après plusieurs jours de "" chat "" Avec le vendeur, on me réclame de régler la somme de 70USD.
Je refuse évidemment de payer à nouveau puisque j'ai déjà payé par PayPal sur Alipay, et je demande un remboursement.
J'ai, heureusement été remboursé. Mais que de perte de temps inutilement.
Habitué à aliexpress où tout se passe bien, commander sur Alibaba est un véritable calvaire.",Neutral,Uncategorized,0
145,Franchement qui met 5 étoiles ?🤔,1,2023-02-28 00:00:00+00:00,"Franchement qui met 5 étoiles ?🤔
Les avis sont très négatifs, et vous mettez le plus 5 étoiles, je rêve 😡😡😡😡",Neutral,Uncategorized,0
146,all is ok..........,5,2023-04-02 00:00:00+00:00,all is ok..........,Positive,Uncategorized,1
147,Service très efficace!,4,,Service très efficace!,Neutral,Uncategorized,1
148,N’achetez jamais chez eux vous ne…,1,2022-11-14 00:00:00+00:00,N’achetez jamais chez eux vous ne recevez jamais les colis et il se décharge de la responsabilité de leur transporteur cainiao,Neutral,Uncategorized,0
149,nice experience,5,2023-04-21 00:00:00+00:00,"nice experience, satisfied",Positive,Uncategorized,1
150,Efficace et facile à utiliser,4,,Efficace et facile à utiliser,Neutral,Uncategorized,1
151,So free and easy,5,,So free and easy,Positive,Uncategorized,1
152,Perfect expérience,5,2023-06-28 00:00:00+00:00,Perfect expérience,Positive,Uncategorized,1
153,pas serieux,1,2022-10-26 00:00:00+00:00,"demande d'achat faite pour un roulement seul. 

Apres plusieurs propositions complètement à coté de la plaque, un des fournisseurs me propose la bonne référence. Il me donne le prix d'un roulement avec la livraison, je passe commande. 

Deux jours plus tard il m'annonce que je doit commander un minimum de 10 pièces. je demande le remboursement.

on ne me rembourse qu'une partie car des frais bancaires sont déduits. C'est pas serieux du tout. 
Sans parler des innombrables personnes qui ont acces a votre fiche sur le site et qui vous retrouvent sur whatsapp et facebook et vous importunent...

bref je n(y retournerai plus",Neutral,Books,0
154,En attente de remboursement depuis 6 mois,1,2022-07-05 00:00:00+00:00,"Le livreur Chronopost n'a pas été capable de trouver mon adresse, et le colis et repartis en Chine. Cela fait 6 mois que j'attends mon remboursement (180€). Je ne commanderai plus jamais sur ce site.
Edit 10/2022 : A force de les menacer de leur faire de la mauvaise pub sur les RS, remboursement effectué + bonus de 30€ en compensation.",Positive,Books,0
155,PERFECT FOR TRANSACTION FOR ME,5,2023-02-17 22:00:00+00:00,perfect transaction !,Positive,Uncategorized,1
156,VERY SERIOUNSLY ATTENTION,4,2023-05-30 00:00:00+00:00,VERY SERIOUNSLY ATTENTION,Positive,Uncategorized,1
157,A éviter,1,2022-08-18 00:00:00+00:00,"A éviter, ne respectent pas les règles, répondent en anglais alors qu'ils devraient le faire en français, vendent des produits dont la taille ne correspond vraiment pas (acheter un xxl qui va à un enfant de 12 ans ?!), promet un remboursement et ne le fait pas pour ensuite dire que le délai est dépassé. Bref, mieux vaut acheter sur des sites sérieux.",Neutral,Uncategorized,0
158,good marketpalce,5,,good marketpalce,Positive,Uncategorized,1
159,ARNAQEXPRESS,1,2022-09-05 00:00:00+00:00,"ARNAQEXPRESS ! FAKEXPRESS ! FUYEZ CE SITE ! Achetez sur AMAZON vous n'aurez aucun problème et que des garanties. aliexpress n'a que des vendeurs voyous qu'il garde à croire que c'est pour faire du CASH et faire travailler notre argent ! Problèmes de remboursement, chaussures, habillement, électronique, téléphonie, ne correspondent JAMAIS aux descriptions des vendeurs,2 mois d'attente de livraison ""si"" le colis est envoyé & pour être remboursé. Clients escroqués, abusés, CONTACTEZ LA DGCCRF",Neutral,Uncategorized,0
160,Manquant sur commande groupée 8153321928511073Commande groupée sur aliexpress,1,2022-08-19 00:00:00+00:00,"Commande groupée sur aliexpress
Resultat 2 articles manquants dans la livraison qui viennent du fournisseur JWDeporte
Celui-ci ne veut rien savoir et arrogant de surcroît 
Me prend pour un menteur
Quand vous contactez aliexpress c'est pareil 
Bref arnaque",Neutral,Uncategorized,0
161,bonjour a tous alors attention a la…,1,2022-06-16 00:00:00+00:00,bonjour a tous alors attention a la société suivante une grosse commande passer cher eux et la marchandise et arriver pas fini et avec de pièces manquante il refuse de prendre en compte tout cela. et de plus me fait passer pour un menteur . rejet la faute sur les douanes et sur mon agent de free  voila cette société   ne pas commander ' Minhou County Shangjie Xujia Sp,Positive,Uncategorized,0
162,Attention des escro,1,2021-11-26 00:00:00+00:00,"Attention des escro , j ai commander 20 boîtier j en e u pour 220€ plus j ai un le colis avec une taxe douanière de 30€ Pa de problème . j ai ouvert le carton c etai des télécommandes j ai demandé un remboursement 2 moi pour une réponse ,et il m’on répondu que c etai le nouvel an chinois e depuis il son Pa ouvert mes messages ,ne Pa acheter cher eux.",Neutral,Uncategorized,0
163,Dans Alibaba je retiens voleur,1,2022-06-04 00:00:00+00:00,"Dans Alibaba je retiens voleur, pas Trésor. Si cela vous amuse de commander une chose en XL et de recevoir du M, allez y. Vous laisserez tomber le retour, tant il est aussi long et compliqué d'etre livré que d'obtenir gain de cause commerciallement. Il ne faut pas s'étonner du succès d'Amazon",Negative,Uncategorized,0
164,Attention aux frais de douanes,2,2022-04-13 00:00:00+00:00,"2 commandes passées ,1 livré sans frais de douanes et la basket au top l autre bizarrement des frais s élevant a 72,50 beaucoup trop cher et sans etre prévenu, désagréable surprise a la livraison que j ai refusé depuis impossible de me faire rembourser. Dommage je dirais a éviter ou bien demander si il y a des frais supplémentaires a l arrivé. Je ne recommande pas",Negative,Uncategorized,0
165,Énormément d'arnaque nous souhaitons…,1,2022-06-27 00:00:00+00:00,Énormément d'arnaque nous souhaitons nous spécialiser sur un produit spécifique et dès que nous en voyons un message auc fournisseurs ils nous redemandent immédiatement de passer sur la messagerie WhatsApp = arnaque de plus vous commandez sur des sites asiatique et ce sont des gens du Maghreb qui vous répondent il faut faire des paiements aux États-Unis ou en Afrique vous êtes sûr de vous faire avoir à coup sûr une perte de 522 € que nous ne récupérerons pas beaucoup d'arnaqueurs sur Alibaba dommage,Neutral,Uncategorized,0
166,J'ai payé Plus de 4000 € pour une…,1,2022-07-18 00:00:00+00:00,"J'ai payé Plus de 4000 € pour une machine que je n'ai tjr pas reçu, et ils me répondent absolument pas. Quellcun sait comment faire pour obliger ALIBABA soit de me rembourser, soit de m'adresser ma commande?",Neutral,Uncategorized,0
167,Arnaque Arnaque Arnaque attention à…,1,2022-07-05 00:00:00+00:00,Arnaque Arnaque Arnaque attention à cette Marketplace qui ne vérifie même pas ses fournisseurs et même quand on les dénonces sont toujours là faite attention à la SARL MOMO à Gennevilliers qui vend soit disant des boissons Fanta américain j’ai été contacté par plusieurs autres dont LEHNER AGRARD GMBH soit disant et la société WHITEON APS et pour finir le transporteur FKC FORWARDERS ne laissez pas non plus vos coordonnées téléphonique aux fournisseurs si on vous demande de passer par Wathsapp dites vous que c’est louche je me suis faites avoir on m’a volé plus de 3000€,Neutral,Uncategorized,0
168,J'ai acheté un amplificateur GSM sur…,1,2022-05-31 00:00:00+00:00,J'ai acheté un amplificateur GSM sur alibaba il s'est avéré que cet appareil était défectueux je l'ai donc réexpédié à mes frais mais là surprise après une attente d'un mois ils veulent bien me le changer à condition que je paye 15€ de frais d'envoi alors que ce matériel est sous garantie! voilà méfiez vous de ce site très mauvaise politique au niveau de leur politique commerciale !! donc site à éviter absolument Amazon ou C Discount sont nettement supérieurs !!,Neutral,Uncategorized,0
169,Nul voleurs,1,2023-05-20 00:00:00+00:00,Le transporteur TSM =voleur,Neutral,Uncategorized,0
170,Une véritable catastrophe,1,2022-06-28 00:00:00+00:00,"Une véritable catastrophe. Les vendeurs indiquent n'importe quel prix, les envois sont aléatoires et le pire est que la direction d'aliexpress s'en lave les mains en rejetant le problème sur le vendeur en disant aux clients de contacter et de traiter le problème avec le vendeur. Beaucoup de produits, notamment l'électronique, l'habillement... ne correspondent pas aux descriptions. Il y a la photo et la description de l'article et ce que vous recevrez. Les 2 n'ont aucun rapport. Aliexpress se fou de ses clients ! Résultat, pour ne pas avoir de problème, n'achetez pas sur Aliexpress.",Neutral,Uncategorized,0
171,Tout va bien jusqu'à ce que vous ayez…,1,2021-12-04 00:00:00+00:00,"Tout va bien jusqu'à ce que vous ayez un problème avec Spacewalker Store chez Alibaba. Après 3 mois d'échange, 1 lettre recommandée à Alibaba France qui du reste ne prend même pas la peine de répondre, malgré qu'Alibaba prétend échange ou remboursement dans ses conditions générales, impossible de se faire rembourser. Proposition la meilleure 50 %, sauf que 50 % d'un truc immettable c'est trop peu ou trop cher à l'achat. Inadmissible.",Negative,Uncategorized,0
172,1500 euros de commande à l'eau,1,2021-10-26 00:00:00+00:00,1500 euros de commande à l'eau. Pas de colis et le service client pas correct. En ce moment la Chine fait face à un grand problème logistique. Arrêtez les grosses commandes. Tous ceux qui n'ont pas reçu leur remboursement peuvent se joindre à moi pour une réclamation collective avec demande de dommages. J'ai aussi une entreprise et les délais impactent nos entreprises.,Positive,Uncategorized,0
173,"Publicité mensongère, arnaque à usurpation",1,2022-01-26 00:00:00+00:00,J'ai fait un achat sur alibaba avec ce fournisseur shenzen hoffman infustrial  co et c'est une arnaque. Il usurpe le noms des grandes marques comme Huawei et iphone pour faire de la publicité mensongère . Les caractetistiques su.il fonne slnt en rezlite fausses.,Neutral,Uncategorized,0
174,J’ai passé un commande de 1000€ sur le…,1,2021-09-06 00:00:00+00:00,J’ai passé un commande de 1000€ sur le cité Oalen le nom de l’entreprise depuis 6 mois j’achète pour revendre je déjà demandé un remboursement toujours pas de retour svp 🙏🏾🙏🏾😭😭😭😭😭😭😭😭😭😭aide moi,Neutral,Uncategorized,0
175,Jai commandé un concentrateur d'oxygène…,1,2021-09-05 00:00:00+00:00,"Jai commandé un concentrateur d'oxygène de 15 litres  ,jai reçu  un concentrateur d'oxygène de  7 litres, le vendeur me dit c pas moi  qui j le envoyé ,il ma demande  de que moi meme je  cherche quelle fournisseur  qui ma envoyé  ca, j lé dit que le prélèvement bancaire  c etais bien le site alibaba, il voulait  pas me rembourser, j lé envoyé  tout les preuves ils on refusé  de me rembourser,  alibaba c de arnaque",Neutral,Uncategorized,0
176,BONJOUR suite a une commande de vélo…,1,2021-12-16 00:00:00+00:00,"BONJOUR suite a une commande de vélo sur alibaba le 04 2020 de la marque bicystar, on nous a envoyez des faux documents de conformité CE , résulta marchandise non conforme impossible de dédouanement , attention a l'entreprise sujie bike c'est des escrocs",Negative,Uncategorized,0
177,ARNAQUE NE REFLÈTE PAS LA RÉALITÉ,1,2021-10-15 00:00:00+00:00,J'ai voulu acheter des manteaux et au final rien de comme prévu sur 8 manteaux j'en reçois que 6 et le colis ouvert une commande de 170€ je suis TRES TRES TRES DÉÇUE DES VESTES OU PEIGNOIRS RIEN AVOIR AVEC LES MANTEAUX SUR LE SITE. je ne vous recommande pas,Neutral,Uncategorized,0
178,J’allais vivre une arnaque,1,2021-11-18 00:00:00+00:00,"J’allais vivre une arnaque 
Faite très attention à une personne nommée Ellen de la compagnie Allwin promotion en Chine 
Pour l’achat des stylos il m’avait envoyé un profomat avec un numéro de compte à Londres mais arrivé à la banque on a remarqué que l’adresse sur le profomat est différente que celle sur le site de la compagnie 
Quand j’ai annulé avec lui il m’a harcelé sur whatsupp et il m’a insulté de tout les noms et il m’a menacé de salir ma réputation 
Faites très attention 
Merci",Neutral,Uncategorized,0
179,Alibaba m’a vendu un équipement defectueux,1,2021-04-08 00:00:00+00:00,"Alibaba m’a vendu un équipement  électronique de contrôle pour véhicule . Cet équipement est totalement obsolète et inutilisable pour l'Europe .Ce malgré le fait que préalablement j’avais précisé les véhicules concernes , les années de mise en circulation .Par ailleurs l'électronique ne fonctionne pas . Malgré de nombreuses réclamations et explications je n’ai aucune nouvelle et personne de chez Alibaba ne se soucie du problème .Je n’ai jamais connu ce type e probleme chez Amazone",Neutral,Uncategorized,0
180,Tout est faux chez alibaba même les avis,1,2021-06-10 00:00:00+00:00,"Tout est faux chez alibaba, soit disant expédié de république Tchèque ou de France
Tout vient de Chine, la qualité est souvent très médiocre même si parfois tout se passe bien au final perdant 
J'ai eu une erreur PayPal et l'article payer deux fois, j'ai envoyé les preuves à PayPal et alibaba, les deux m'ont pris pour un abruti, le pire service clients de la planète 
En plus on trouve les mêmes produits sur d'autres sites avec pas une grosse différence de prix qui viennent du même endroit avec un vrai service client",Neutral,Uncategorized,0
181,Arnaqueurs et ou voleurs,1,2021-10-12 00:00:00+00:00,"Commande le 16/06/21 2 batteries de drone, je reçois le colis le 11/08 mais à l'intérieur 2 chargeurs, je demande ouverture d'un litige, accepté, mais là où ils ont mis presque 2 mois pour me livrer ils me laissent seulement 10 jours pour que le colis revienne chez le vendeur, et vu le temps de transport et de douane et autre le colis n'est pas arrivé à temps, il se balade toujours en Chine ,mes 208 euros et mes frais de retour ont disparus et comme le dit un autre arnaqué plus haut ils font le mort.
Ne commandez pas chez eux sinon vous prenez de gros risques ,pas eux.",Neutral,Books,0
182,"commandé et payé pour 416,00 € de…",1,2021-06-23 00:00:00+00:00,"commandé et payé pour 416,00 € de marchandise qui n'est jamais venue. pas de remboursement, pas d'interlocuteur.
je n'y retourne plus, il y Cdiscount et Amazon qui sont honnêtes",Neutral,Uncategorized,0
183,ELLE ENCORE DES VICTIMES,1,2021-11-21 00:00:00+00:00,"J'ai acheté sur ce site ce qui semblait être des manteaux longs différents. Le produit déclinait différents modèles. A ma grande surprise, J'ai reçu de larges vestes XXL, affreux. Qu'aucune jeune femme ne peut mettre! Manque de bol, sur 8 articles 2 articles manquaient.  J'ai fait des réclamations. Je n'ai JAMAIS été remboursée. J'ai échangé une dizaine de messages, la dame me demande si je veux être rembourser. Vous sentez la malhonnêteté. Un mois plus tard, elle m’avoiera qu'elle a eu beaucoup de soucis avec les clients.  Elle me dira ne vendre ces produits. Je vois ces produits sur d'autres plaformes. Une fois le colis arrivé, pour le renvoyer il faut compter 100 euros à la poste c'est su pour les escrocs. ELLE FERA ENCORE DES VICTIMES.!!!!",Positive,Uncategorized,0
184,Produit non livre non rembourse,1,2023-12-02 00:00:00+00:00,Produit non livre non rembourse,Neutral,Books,0
185,Après l'achat de deux articles à…,1,2022-01-21 00:00:00+00:00,"Après l'achat de deux articles à Alibaba j'ai payé la TVA de 558,85 euros ce qui me paré normal vu le prix d'achat je fait mon paiement pour le fret maritime normal, mais arrivé au port du havre le service des douanes demande de m'acquitter de la tva de 746,00 euros impossible de faire entendre à la douane que j'ai déjà payer la tva à Alibaba. Un peut énervé de contacte donc le fournisseur en chine il me dit que c'est Alibaba qui fait payé la tva et que fournisseur ne peut rien faire en bref on l'à dans l'os pour ma part j'ai payé 3453,00 euros avec TVA + frais de payement + fret, arrivée en France Tva marchandise 746 euros une HONTE plus jamais je ne commanderai sur Alibaba. En plus il à fallu que je me batte pendant trois mois pour avoir tout les certificat CE et autre papiers pour le dédouanement.",Negative,Uncategorized,0
186,Pas arnaque mais fausse bonne affaire,2,2021-12-20 00:00:00+00:00,"Je ne dirais pas être victime d une arnaque mais un gros manque d explication en effet un produit qui au départ semble une bonne affaire se transforme un produit banal avec une garantie douteuse. 
Pour être plus clair j ai acheté un produit pas très chère au départ mais il faut ajouter 60 euros d expédition + 65 euros de tva + 90 euros de frais de douanes on double quasiment le prix de départ.
donc pas une bonne affaire du tout. Cerise sur le gâteau un câble ne correspondait pas au modèle commandé donc 10 euros de frais de douane supplémentaire pour un cable a 5 euros. Ca devient une un mauvais trip. 
Si on ajoute une vendeuse réactive avant la vente mais en mode absent pour le S A V .On pourrait penser a une arnaque.  
Avec des défauts mais heureusement le produit fonctionne mais pour combien de temps ?? Car je n  ai aucune confiance en la garantie.",Negative,Uncategorized,0
187,Un marchand s'est trompé dans le…,1,2021-12-31 00:00:00+00:00,"Un marchand s'est trompé dans le produit qu'il a envoyé, impossible de se faire rembourser la totalité de la marchandise, il aurait fallu renvoyer à mes frais la marchandise en chine... !!! j'ai contacté le SAV mais impossible de se faire rembourser, ils ne veulent rien n'entendre. Le marchand se trompe et c'est le client qui paye INADMISSIBLE ! 
Livraison qui mettent des mois a arriver, quand sa arrive... Très mauvaise ergonomie du site, mauvaise information donnée au client (produit en cours d'acheminement mais qui n'arrivent jamais). Du coup j'ai arrêter d'acheter chez eux, trop d'arnaque sur la qualité des produits, trop de produits non reçu, trop de produit bas de gamme et dangereux. Ne respecte pas le client. Aucun moyen de se faire rembourser. Bref a éviter même si les prix peuvent paraîtres bas, vous allez vous faire avoir à la fin.",Negative,Uncategorized,0
188,Alibaba et les 400 voleurs,1,2021-08-06 00:00:00+00:00,"J'ai passé commande pour un article. Au bout d'une semaine, constatant qu'il n'avait toujours pas été expédié, j'ai fait une réclamation. Alibaba m'a répondu que l'article allait mettre 50 jours avant de me parvenir. Je n'avais eu aucune notification de cette information avant et après l'achat. J'ai donc annulé. Je me suis également aperçu sur mon relevé de compte qu'Alibaba s'était permis de me prélever un montant correspondant à une assurance que je n'avais pas demandé concernant cet article.
Au moment du remboursement, ces voleurs m'ont bien remboursé, mais uniquement l'article et non l'assurance indûment prélevée !
Beaucoup de complications par la suite pour pouvoir me faire rembourser cette assurance par Paypal (qui au passage en a profité pour garder une partie du remboursement) !
Je déconseille donc vivement ce site !!!!",Neutral,Uncategorized,0
189,Bonjour bje voudrais savoir si je peut…,1,2022-03-04 00:00:00+00:00,Bonjour bje voudrais savoir si je peut acheter une voiture  sur alibaba et les frais de port se passe comment 0782781957,Neutral,Uncategorized,0
190,ALIBABA DE VRAIS VOLEURS !,1,2021-11-25 00:00:00+00:00,"ALIBABA DE VRAIS VOLEURS !

Je m'explique : 
Alibaba s'est permis de me facturer la TVA (montant de la marchandise + de 150 euros). J'ai donc du repayer une seconde fois cette TVA ici à la douane française pour pouvoir récupérer la marchandise de mon client.

Bien qu'Alibaba est reconnu qu'en effet j'vais bien payé deux fois (j'ai conservé le mail d'alibaba pour le dossier) et même après l'envoi des documents attestants des paiements (envoyé 3 x déjà !), c'est le silence total ! 

La douane Francaise m'a recommandé de déposer plainte car il s'agit d'une fraude délibérée de la part d'ALIBABA. 

En effet, pour des montant de + de 150e, Alibaba n'a pas respecté la loi en me facturant en amont cette TVA, c'est strictement interdit ! je dépose plainte lundi avec le soutien d'un organisme de consommation.  

En attendant, faites comme moi dans cette situation, postez votre avis partout, ce que je vais m'empresser de faire !",Positive,Uncategorized,0
191,Hors mi le retard les plats son froid…,1,2022-04-24 00:00:00+00:00,Hors mi le retard les plats son froid et de mauvaise qualité en vu du prix plus jamais...!!!,Negative,Uncategorized,0
192,Beaucoup trop d'arnaques sur ce site..,1,2022-02-16 00:00:00+00:00,Beaucoup trop d'arnaques sur ce site... Passez votre chemin et sauvez votre argent.,Neutral,Uncategorized,0
193,Commandé,1,2021-10-02 00:00:00+00:00,"Commandé, payé, et rien reçu des voleurs. Attention à tous",Neutral,Uncategorized,0
194,La pire plateforme pour faire des…,1,2021-11-15 00:00:00+00:00,"La pire plateforme pour faire des achats, 10 000€ foutu en l'air",Neutral,Uncategorized,0
195,Aucun suivis de commande,1,,Aucun suivi de plainte. Juste des réponses automatiques,Neutral,Uncategorized,0
196,Me dois plus de 250€ depuis un an,1,2021-10-03 00:00:00+00:00,Me dois plus de 250€ depuis un an. Fais le mort.,Neutral,Uncategorized,0
197,Ayant subi un problème avec HEIFEI SMARTMAK et les régulateurs d'ALIBABA,1,2021-07-30 00:00:00+00:00,"Ayant subi un problème avec l'entreprise HEFEI SMARTMAK LTD, j'ai ouvert une discussion avec les membres ALIBABA, mon dossier a étonnement plusieurs fois été éffacé... 
Au final, j'ai compris que les régulateurs d'ALIBABA ne vont pas à l'encontre de leurs compratriotes/fournisseurs...
Ci-après, le résumé de mon experience :

""J’achète régulièrement des équipements de bien être, spas et saunas avec d’autres sociétés.
Avec HEFEI SMARTMAK, Je n’ai vécu que des problèmes.
J’ai payé ma commande de 2 saunas (1 gand et 1 petit) avec livraison pour Marseille France.
1- Ma commande a été échangée avec une autre commande à MALTE… ?...
2- Après plusieurs semaines, ma commande a été envoyée dans un autre port que celui prévu à 1000 km de distance du port de Marseille… ?...
3- Au départ de chez le vendeur, les deux saunas n’étaient pas correctement protégé ni filmé ni posé sur palette… et j’ai été livré de 2 saunas, soit 12 colis mélangés, en vrac, abimés, dont les façades bois étaient arrachés, troués, rayés…
4- Le vendeur m’a promis une bonne remise si j’acceptais les colis, et depuis 7 mois, le vendeur gagne du temps et joue sur les mots pour ne proposer qu’une faible remise qui concerne un seul sauna sur les deux abimés...
5- Enfin plusieurs éléments étaient manquants : une bande goudronnée, le chapeau du grand sauna et 9 pieds...
J’ai malheureusement constaté le manque de sérieux et d’honnêteté de ce vendeur.
A éviter absolument pour ne pas perdre son temps, son argent et être prit en plus pour un imbécile !"" 
Au final, avec ou sans la régulation d'ALIBABA complaisante, on l'a dans l'petch !!...
Bonne chance !",Positive,Uncategorized,0
198,I never received my double VAT refund,1,,I never received my double VAT refund,Neutral,Uncategorized,0
199,Il m'ont volé 32000.00 dollars,1,2021-04-12 00:00:00+00:00,Il m'ont volé 32000.00 dollars,Neutral,Uncategorized,0
200,ATTENTION ARNAQUE,1,2023-01-23 23:00:00+00:00,ATTENTION ARNAQUE,Neutral,Uncategorized,0
201,Pour ma 1ere commande sur alibaba,5,,"Pour ma 1ere commande sur alibaba, tout s'est bien passé, je recommande",Neutral,Uncategorized,1
202,C est de l arnaque il faut jamais…,1,2021-07-14 00:00:00+00:00,"C est de l arnaque il faut jamais acheté ces alibaba s il y a un problème au niveau de la commande il ne rembourse jamais et l interlocuteur prend les gens pour des débiles il leurs propres de prendre d autre produit surtout ELON  ZENG 
C est pour repondre aux messages mais il ne te propose jamais le remboursement  .
Ali expresse est beaucoup mieux.",Neutral,Uncategorized,0
203,Aliexpress ouio official store,1,2021-06-03 00:00:00+00:00,"Aliexpress ouio official store

Aliexpress
il faut jamais acheté un produit plus de 20 euro à Aliexpress. En cas de non conformité de produit envoyé à la description impossible de l'envoyer . j'ai acheté un ordinateur de haute gamme 600 euro mais j' ai reçu un de l' entrée de gamme valeur 150 euro avec un Windows 10 cracker non original. 
la protection de litige Aliexpress sont toujours de côté Vendeur . ils ont reconnu que l'ordinateur n'est pas conforme après 12 jours de litige , sachant que après 14 jours le litige se ferme automatiquement .
Le 13 ème jour Ils proposent un retour de l'ordinateur ,j'ai accepté leur proposition .
J' ai demandé l adresse de retour 
Il me donne une adresse sans nom de l'entreprise, et sans email . différent de l' adresse noté sur le colis( le carton reçu )
Les frais d envois 120 euro à ma charge ,avoir pour frais de douane en Chine , sachant que je l' ai déjà payé en France",Negative,Uncategorized,0
204,service de qualité avec possibilité de…,5,,service de qualité avec possibilité de faire un appel d'offre,Neutral,Uncategorized,1
